## spawn-red -> red-0
ROUTE (-2, 92) -> (-55, 85) aim travel: 63 blocks, 22 placed, 1 drop(s), worst drop 12
  place            y   step
  (-2, 92)          16
  (-2, 91)          16
  (-2, 90)          16
  (-2, 89)          16
  (-2, 88)          16
  (-3, 87)          16
  (-4, 86)          16
  (-5, 85)          16
  (-6, 84)          16
  (-7, 83)          16
  (-8, 82)          16
  (-9, 81)          16
  (-10, 80)         16
  (-11, 79)         14
  (-12, 79)         14
  (-13, 79)         14
  (-14, 79)         14
  (-15, 79)         14
  (-16, 79)         14
  (-17, 79)         14
  (-18, 79)         14
  (-19, 79)         14
  (-20, 79)         14
  (-21, 79)         14
  (-22, 79)         14
  (-23, 79)         14
  (-24, 79)         14
  (-25, 79)         14
  (-26, 79)         14
  (-27, 79)         14
  (-28, 79)         14
  (-29, 79)         14
  (-30, 79)         14
  (-31, 79)         14
  (-32, 79)         14
  (-33, 79)         14
  (-34, 79)         14
  (-35, 79)         14
  (-36, 79)         14
  (-37, 79)          2   drop -12
  (-38, 79)          2
  (-39, 79)          2
  (-40, 79)          2
  (-41, 79)          2
  (-42, 79)          2
  (-43, 79)          2
  (-44, 79)          2
  (-45, 79)          2
  (-46, 79)          2
  (-47, 79)          2
  (-48, 79)          2
  (-49, 79)         10   barrier +8
  (-50, 80)         11
  (-51, 81)         10
  (-52, 82)         10
  (-53, 83)         10
  (-54, 84)         10
  (-55, 85)         10
rises 1, falls 1, worst step 12: drop -12 at (-37, 79); barrier +8 at (-49, 79)
beside: spawn spawn-1 at (-3, 87) d0, tree t1 at (-34, 79) d0, wool wool-pier at (-55, 85) d0, tree t2 at (-21, 78) d1

## spawn-red -> orange-0
ROUTE (-2, 92) -> (30, 95) aim travel: 67 blocks, 6 placed, 0 drop(s), worst drop 0
  place            y   step
  (-2, 92)          16
  (-2, 91)          16
  (-2, 90)          16
  (-2, 89)          16
  (-2, 88)          16
  (-2, 87)          16
  (-2, 86)          16
  (-1, 85)          16
  (0, 84)           19   barrier +3
  (1, 83)           19
  (2, 82)           16
  (3, 81)           16
  (4, 80)           16
  (5, 79)           14
  (6, 78)           14
  (7, 77)           14
  (8, 76)           14
  (9, 75)           14
  (10, 74)          14
  (11, 73)          14
  (12, 72)          14
  (13, 71)          14
  (14, 70)          14
  (15, 69)          14
  (16, 69)          14
  (17, 69)          14
  (18, 69)          14
  (19, 69)          14
  (20, 69)          14
  (21, 69)          14
  (22, 69)          14
  (23, 69)          14
  (24, 69)          14
  (25, 70)          14
  (25, 71)          14
  (25, 72)          14
  (25, 73)          14
  (25, 74)          14
  (25, 75)          15
  (25, 76)          15
  (25, 77)          15
  (25, 78)          15
  (25, 79)          20   barrier +5
  (25, 80)          20
  (25, 81)          18
  (25, 82)          18
  (25, 83)          18
  (25, 84)          18
  (25, 85)          18
  (25, 86)          18
  (25, 87)          18
  (25, 88)          18
  (25, 89)          18
  (26, 90)          19
  (27, 91)          18
  (28, 92)          18
  (28, 93)          18
  (29, 94)          18
  (30, 95)          18
rises 2, falls 0, worst step 5: barrier +3 at (0, 84); barrier +5 at (25, 79)
beside: ironcube spawn-1:0 at (0, 84) d0, spawn spawn-1 at (-2, 87) d0, tree t3 at (10, 74) d0, tree t4 at (14, 70) d0, wool wool-bluff at (27, 91) d0

## spawn-red -> blue-1
ROUTE (-2, 92) -> (55, -85) aim travel: 203 blocks, 48 placed, 4 drop(s), worst drop 7
  place            y   step
  (-2, 92)          16
  (-2, 91)          16
  (-2, 90)          16
  (-2, 89)          16
  (-2, 88)          16
  (-2, 87)          16
  (-2, 86)          16
  (-2, 85)          16
  (-2, 84)          16
  (-2, 83)          16
  (-2, 82)          16
  (-2, 81)          16
  (-2, 80)          16
  (-2, 79)          15
  (-2, 78)          15
  (-2, 77)          15
  (-2, 76)          15
  (-2, 75)          14
  (-2, 74)          14
  (-2, 73)          14
  (-2, 72)          14
  (-2, 71)          14
  (-2, 70)          14
  (-2, 69)          14
  (-2, 68)          14
  (-2, 67)          14
  (-2, 66)          14
  (-2, 65)          14
  (-2, 64)          15
  (-2, 63)          14
  (-1, 62)          14
  (0, 61)           14
  (1, 60)           14
  (2, 59)            9   drop -5
  (3, 58)            9
  (4, 57)            9
  (5, 56)            9
  (6, 55)            9
  (7, 54)           10
  (8, 53)           10
  (9, 52)           10
  (10, 51)           9
  (11, 50)           9
  (12, 49)           9
  (13, 48)           9
  (14, 47)           9
  (15, 46)           9
  (16, 45)           9
  (17, 44)           9
  (18, 43)           9
  (19, 42)           9
  (20, 41)           9
  (21, 40)           9
  (22, 39)           9
  (23, 38)           9
  (24, 37)           9
  (25, 36)           9
  (26, 35)           9
  (27, 34)           9
  (28, 33)           9
  (29, 32)           9
  (30, 31)           9
  (31, 30)           9
  (32, 29)           9
  (33, 28)           9
  (33, 27)           9
  (33, 26)           9
  (33, 25)           9
  (33, 24)           9
  (33, 23)           9
  (33, 22)           9
  (33, 21)           9
  (33, 20)           9
  (33, 19)           9
  (33, 18)           9
  (33, 17)           9
  (33, 16)           9
  (33, 15)           9
  (33, 14)           9
  (33, 13)           9
  (33, 12)           9
  (33, 11)           9
  (33, 10)           9
  (33, 9)            9
  (33, 8)            9
  (33, 7)            9
  (33, 6)            9
  (33, 5)            9
  (33, 4)            9
  (33, 3)            9
  (33, 2)            9
  (33, 1)            2   drop -7
  (33, 0)            2
  (33, -1)           2
  (33, -2)           2
  (33, -3)           9   barrier +7
  (33, -4)           9
  (33, -5)           9
  (33, -6)           9
  (33, -7)           9
  (33, -8)           9
  (33, -9)           9
  (33, -10)          9
  (33, -11)          9
  (33, -12)          9
  (33, -13)          9
  (33, -14)          9
  (33, -15)          9
  (33, -16)          9
  (33, -17)          9
  (33, -18)          9
  (33, -19)          9
  (33, -20)          9
  (33, -21)          9
  (33, -22)          9
  (33, -23)          9
  (33, -24)          9
  (33, -25)          9
  (33, -26)          9
  (33, -27)          9
  (33, -28)          9
  (33, -29)          9
  (33, -30)          9
  (33, -31)          9
  (33, -32)          9
  (33, -33)         12   barrier +3
  (33, -34)         14   scramble +2
  (33, -35)         14
  (33, -36)         14
  (33, -37)         10   drop -4
  (33, -38)         10
  (33, -39)         10
  (33, -40)         10
  (33, -41)         10
  (33, -42)         10
  (33, -43)         10
  (33, -44)         10
  (33, -45)         10
  (33, -46)         10
